__v,_id,email,groups,isAdmin,password,subjects,tokenExpiration,username
1,6471ea248c0d64b3c26747be,2023738769@dgu.co.kr,[],false,$2b$10$/f2YXCOMG4JfbmHNLwSJAucAMA0wXqTNPXMcM1yiB5OKAybdE8mPy,"[{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c26745e8""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c26745e2""},{""$oid"":""6471ea1d8c0d64b3c26745f0""}]",0,박지우
1,6471ea248c0d64b3c26747c0,2023824576@dgu.co.kr,[],false,$2b$10$jYC1/zSwUGhJ85nx6h.2l.yYAoPwI0lM1IcXImxHJNaVC3pk3AAVC,"[{""$oid"":""6471ea1d8c0d64b3c267466e""},{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c2674650""},{""$oid"":""6471ea1d8c0d64b3c267466c""},{""$oid"":""6471ea1d8c0d64b3c267468a""},{""$oid"":""6471ea1d8c0d64b3c26745e6""}]",0,송현우
1,6471ea248c0d64b3c26747c2,2023155490@dgu.co.kr,[],false,$2b$10$X.nXGXG4uhwKdS020M2Eh.cEkZ/Ru0mRdOSNz4So/lscY4Tg21vs6,"[{""$oid"":""6471ea1d8c0d64b3c2674656""},{""$oid"":""6471ea1d8c0d64b3c2674678""},{""$oid"":""6471ea1d8c0d64b3c2674660""},{""$oid"":""6471ea1d8c0d64b3c267464e""}]",0,이민영
1,6471ea248c0d64b3c26747c4,2023940309@dgu.co.kr,[],false,$2b$10$9TC0JYvjT9P3rrUblPe87uv.spHSfWjiQ6zyYYLMU/6nzlW/ITVbW,"[{""$oid"":""6471ea1d8c0d64b3c26745ea""},{""$oid"":""6471ea1d8c0d64b3c2674668""},{""$oid"":""6471ea1d8c0d64b3c26745e2""},{""$oid"":""6471ea1d8c0d64b3c2674648""}]",0,최서연
1,6471ea248c0d64b3c26747c6,2023140970@dgu.co.kr,[],false,$2b$10$9SStU3sy67dglJaRQn/SJup6nOjpyD1P7gnl0MPGU.ZE6fnuMETXO,"[{""$oid"":""6471ea1d8c0d64b3c2674668""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c2674606""},{""$oid"":""6471ea1d8c0d64b3c2674656""}]",0,조지환
1,6471ea248c0d64b3c26747c8,2023547297@dgu.co.kr,[],false,$2b$10$G5Dy9KOpmFeklPsfWs01YOxxMIUo4wpfnDkcZqjWBjwwTvPnNGz7u,"[{""$oid"":""6471ea1d8c0d64b3c267469a""},{""$oid"":""6471ea1d8c0d64b3c2674698""},{""$oid"":""6471ea1d8c0d64b3c2674640""},{""$oid"":""6471ea1d8c0d64b3c267462a""}]",0,조지후
1,6471ea248c0d64b3c26747ca,2023227237@dgu.co.kr,[],false,$2b$10$V64f56KR.W0wlKCKGBTZN.QQRvkWXfVQSFd4.XFX70Y0VR3q4v/FO,"[{""$oid"":""6471ea1d8c0d64b3c2674608""},{""$oid"":""6471ea1d8c0d64b3c267460e""},{""$oid"":""6471ea1d8c0d64b3c26745f2""},{""$oid"":""6471ea1d8c0d64b3c26745fe""},{""$oid"":""6471ea1d8c0d64b3c2674682""},{""$oid"":""6471ea1d8c0d64b3c2674696""}]",0,신도준
1,6471ea248c0d64b3c26747cc,2023616556@dgu.co.kr,[],false,$2b$10$C6m3KE4nlwq314yOjKWTnO/k.m/MpdarYyAqj/qVyTi/i/5QBj9my,"[{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c26745e4""},{""$oid"":""6471ea1d8c0d64b3c2674656""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c2674604""}]",0,성도준
1,6471ea248c0d64b3c26747ce,2023410998@dgu.co.kr,[],false,$2b$10$zbtPzWhiNyHVwqBpAeyJNu1eg.c8zPKefWdkCSR18fIuCbxLX/y5S,"[{""$oid"":""6471ea1d8c0d64b3c267460e""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c267463c""},{""$oid"":""6471ea1d8c0d64b3c2674668""},{""$oid"":""6471ea1d8c0d64b3c2674642""}]",0,장윤서
1,6471ea248c0d64b3c26747d0,2023128500@dgu.co.kr,[],false,$2b$10$VRXMTsFrV9Oyx8vz9lylJOcP8m/EztDtgOHqMz0MWKVx2Ip4uZR/6,"[{""$oid"":""6471ea1d8c0d64b3c2674646""},{""$oid"":""6471ea1d8c0d64b3c2674644""},{""$oid"":""6471ea1d8c0d64b3c267462c""},{""$oid"":""6471ea1d8c0d64b3c2674692""},{""$oid"":""6471ea1d8c0d64b3c2674648""}]",0,성시우
1,6471ea248c0d64b3c26747d2,2023397575@dgu.co.kr,[],false,$2b$10$lfy9wPHGEPCz0XezGKUL8OxmOGkvhIm5156DU5bSI0Na1FnGaeOSm,"[{""$oid"":""6471ea1d8c0d64b3c267467c""},{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c26745e8""},{""$oid"":""6471ea1d8c0d64b3c2674636""}]",0,이유빈
1,6471ea248c0d64b3c26747d4,2023510687@dgu.co.kr,[],false,$2b$10$ouzWLiFCRkgFcG2CWFx3E.Qw6OCjSS0on92XqwGA/fI/ar5ewMYmS,"[{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c2674668""},{""$oid"":""6471ea1d8c0d64b3c2674628""},{""$oid"":""6471ea1d8c0d64b3c26745da""}]",0,김서연
1,6471ea248c0d64b3c26747d6,2023162468@dgu.co.kr,[],false,$2b$10$M95h.mbKpucXfuhpeDoDG.UEJ5FlIiYbhgx0YovJZImgX.Jp.VW.u,"[{""$oid"":""6471ea1d8c0d64b3c2674674""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c2674692""},{""$oid"":""6471ea1d8c0d64b3c267463a""},{""$oid"":""6471ea1d8c0d64b3c2674666""},{""$oid"":""6471ea1d8c0d64b3c26745ea""}]",0,이지훈
1,6471ea248c0d64b3c26747d8,2023306892@dgu.co.kr,[],false,$2b$10$2OiQLizUAg0HriaY7qyTtuBhSWQrc6JouG0T/yWNvTC6do/dE/oXa,"[{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c2674674""},{""$oid"":""6471ea1d8c0d64b3c267468a""},{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c26745fe""}]",0,박예빈
1,6471ea258c0d64b3c26747da,2023105410@dgu.co.kr,[],false,$2b$10$QQkzXYlS5wGedlZI4ThoVOmeyh9lYKiELZA2kW59uw3/n4.iZ.2Da,"[{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c26745e4""},{""$oid"":""6471ea1d8c0d64b3c2674694""},{""$oid"":""6471ea1d8c0d64b3c2674610""}]",0,장지우
1,6471ea258c0d64b3c26747dc,2023222104@dgu.co.kr,[],false,$2b$10$EUZMEPDFjRjMuYGiSYaBxOu0Aaso1oMxmKGB/9acGrNTeg93xY3He,"[{""$oid"":""6471ea1d8c0d64b3c267468c""},{""$oid"":""6471ea1d8c0d64b3c2674658""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c2674676""},{""$oid"":""6471ea1d8c0d64b3c267466c""}]",0,이지호
1,6471ea258c0d64b3c26747de,2023437637@dgu.co.kr,[],false,$2b$10$7.RKxawJjicdEtyCLwPzN.jDOvPdexrkYeTjrHgMv8BiAnNE6S5f6,"[{""$oid"":""6471ea1d8c0d64b3c2674628""},{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c2674606""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c2674654""}]",0,김세아
1,6471ea258c0d64b3c26747e0,2023006278@dgu.co.kr,[],false,$2b$10$I.wbarOytLe6w3ykyHvdaOYtbaWY0L/UMs9NtQuITjJbBqzBl8TOe,"[{""$oid"":""6471ea1d8c0d64b3c26745e6""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c2674694""},{""$oid"":""6471ea1d8c0d64b3c267463e""}]",0,정서연
1,6471ea258c0d64b3c26747e2,2023262841@dgu.co.kr,[],false,$2b$10$Vcs30.C9Uz36kc3cEty6TO4dK.oAFQEYUgGJXBWvE/u9iSjSxLmoy,"[{""$oid"":""6471ea1d8c0d64b3c267468a""},{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c267464e""},{""$oid"":""6471ea1d8c0d64b3c26745ea""},{""$oid"":""6471ea1d8c0d64b3c26745f0""}]",0,성서연
1,6471ea258c0d64b3c26747e4,2023293373@dgu.co.kr,[],false,$2b$10$3/.Sd/OU7xWd.ycsRgIGlepMeMbKeUQN/SgMbf1hlWnTr2exSRxfu,"[{""$oid"":""6471ea1d8c0d64b3c2674692""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c267463c""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c2674670""},{""$oid"":""6471ea1d8c0d64b3c26745f2""}]",0,신서준
1,6471ea258c0d64b3c26747e6,2023561211@dgu.co.kr,[],false,$2b$10$69Si4gF1kVHMbI1GNIy2wuqC4ve8Q2Yf3Rh86SquIDV4/4fZh4G5u,"[{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c267461a""},{""$oid"":""6471ea1d8c0d64b3c2674682""},{""$oid"":""6471ea1d8c0d64b3c2674670""}]",0,류지환
1,6471ea258c0d64b3c26747e8,2023460396@dgu.co.kr,[],false,$2b$10$MJmKeobdMtolUOv2rgVZ.Ol0rVNdt5I.2QPpCZ6IniYeZ5PkXvH6W,"[{""$oid"":""6471ea1d8c0d64b3c2674662""},{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c2674686""},{""$oid"":""6471ea1d8c0d64b3c26745d4""}]",0,박예빈
1,6471ea258c0d64b3c26747ea,2023747526@dgu.co.kr,[],false,$2b$10$1cEoejYU7APhlp0vYk/ARe327W3aBiknhOq/dHeDg1qxL82n7ObyK,"[{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c2674614""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c2674654""}]",0,황하준
1,6471ea258c0d64b3c26747ec,2023281983@dgu.co.kr,[],false,$2b$10$TmKtgRLbAeiL.PY5JyxeW.asGKP9cv0Ps4MQ777N2LkhpJn3wfYDu,"[{""$oid"":""6471ea1d8c0d64b3c26745d4""},{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c26745f6""},{""$oid"":""6471ea1d8c0d64b3c2674684""}]",0,오세아
1,6471ea258c0d64b3c26747ee,2023301044@dgu.co.kr,[],false,$2b$10$Fd5RGiJE.fkPkqn1Woudb.fpuGFaSuQF5UYB4.R3rOTIfy0gbHOwC,"[{""$oid"":""6471ea1d8c0d64b3c2674662""},{""$oid"":""6471ea1d8c0d64b3c2674622""},{""$oid"":""6471ea1d8c0d64b3c2674694""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c26745ee""}]",0,진하준
1,6471ea258c0d64b3c26747f0,2023814366@dgu.co.kr,[],false,$2b$10$XJ5GfDD4pxjYE4KSWlmoe.yRzaXIj9F57c7nvdLl9.7kqIfghQ8F6,"[{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c267465c""},{""$oid"":""6471ea1d8c0d64b3c26745da""},{""$oid"":""6471ea1d8c0d64b3c2674658""},{""$oid"":""6471ea1d8c0d64b3c267468c""},{""$oid"":""6471ea1d8c0d64b3c2674654""}]",0,송민영
1,6471ea258c0d64b3c26747f2,2023280153@dgu.co.kr,[],false,$2b$10$PmFDphAFuQhiMnW/jXRqUO2g0y7B.iuIfYJwUjVGF6JwO5OTWoy7.,"[{""$oid"":""6471ea1d8c0d64b3c26745f2""},{""$oid"":""6471ea1d8c0d64b3c26745e6""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c267462c""},{""$oid"":""6471ea1d8c0d64b3c2674692""}]",0,안윤우
1,6471ea258c0d64b3c26747f4,2023717234@dgu.co.kr,[],false,$2b$10$jz.4LFA.D3RU3BElGZE37Oy7rLYxkacxjNJJc71QQ2C7WLPQn/vMW,"[{""$oid"":""6471ea1d8c0d64b3c2674642""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c267462c""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c2674646""},{""$oid"":""6471ea1d8c0d64b3c267469a""}]",0,조도준
1,6471ea258c0d64b3c26747f6,2023477583@dgu.co.kr,[],false,$2b$10$eGCRPdRCTqAzOGE8PCE4VePMPpisPEdJhmlYXdx6KUoardt0g4m2i,"[{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c2674690""},{""$oid"":""6471ea1d8c0d64b3c267465e""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c267467e""}]",0,강민준
1,6471ea258c0d64b3c26747f8,2023793936@dgu.co.kr,[],false,$2b$10$0lvdKEd7JAjwA/s5U6fHx.9Ntdw.sGnUZbUUq4ILRpAkQX7py1yhG,"[{""$oid"":""6471ea1d8c0d64b3c2674610""},{""$oid"":""6471ea1d8c0d64b3c267466a""},{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c26745e4""}]",0,오예빈
1,6471ea258c0d64b3c26747fa,2023930055@dgu.co.kr,[],false,$2b$10$V58.8m/wwoM55xXu59m5LOr8qnNt/YSuv7pXekExhwseFM93R1I1u,"[{""$oid"":""6471ea1d8c0d64b3c267468c""},{""$oid"":""6471ea1d8c0d64b3c2674626""},{""$oid"":""6471ea1d8c0d64b3c267463c""},{""$oid"":""6471ea1d8c0d64b3c267460a""}]",0,장지호
1,6471ea258c0d64b3c26747fc,2023809189@dgu.co.kr,[],false,$2b$10$pSoJNtjHezA4JB6Jm0HqxeF3HEk4Y6SSJ6UNu/HQOoerOrDbkEJua,"[{""$oid"":""6471ea1d8c0d64b3c267464e""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c2674676""},{""$oid"":""6471ea1d8c0d64b3c26745de""},{""$oid"":""6471ea1d8c0d64b3c2674666""}]",0,강지환
1,6471ea258c0d64b3c26747fe,2023840290@dgu.co.kr,[],false,$2b$10$RNq.vTwRX6W8mv3Py/NUrebGz7F1wkgg3sCOAW.Tiw3nSJOzPJHBy,"[{""$oid"":""6471ea1d8c0d64b3c2674678""},{""$oid"":""6471ea1d8c0d64b3c267463a""},{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c267468e""}]",0,고윤우
1,6471ea268c0d64b3c2674800,2023762660@dgu.co.kr,[],false,$2b$10$UEp0AgcQn4FaLEiXRipOFOJnFh5ddYH2Abn/1ORtg2wisnHFzlT4e,"[{""$oid"":""6471ea1d8c0d64b3c2674628""},{""$oid"":""6471ea1d8c0d64b3c2674620""},{""$oid"":""6471ea1d8c0d64b3c2674616""},{""$oid"":""6471ea1d8c0d64b3c2674652""}]",0,진시우
1,6471ea268c0d64b3c2674802,2023737686@dgu.co.kr,[],false,$2b$10$1KfB.UQV8obmQP8ksI5e0uzxteqUwqPr.fuG5jjDzTvzgSF38ndhC,"[{""$oid"":""6471ea1d8c0d64b3c2674604""},{""$oid"":""6471ea1d8c0d64b3c2674682""},{""$oid"":""6471ea1d8c0d64b3c26745ee""},{""$oid"":""6471ea1d8c0d64b3c2674646""},{""$oid"":""6471ea1d8c0d64b3c267460c""}]",0,강연서
1,6471ea268c0d64b3c2674804,2023586035@dgu.co.kr,[],false,$2b$10$fsSLwYECw.xIztQyRk.ak.GCGtcDXzicOqYM1zpsREppH6cm6Wx6S,"[{""$oid"":""6471ea1d8c0d64b3c2674646""},{""$oid"":""6471ea1d8c0d64b3c2674600""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c26745f6""}]",0,권민준
1,6471ea268c0d64b3c2674806,2023026515@dgu.co.kr,[],false,$2b$10$SYksPPofl9sDEio7v/NjieWxuU22wkmgsCbLRO7HJdoEtM0vM1Eqa,"[{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c2674664""},{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c26745f6""}]",0,황유준
1,6471ea268c0d64b3c2674808,2023599424@dgu.co.kr,[],false,$2b$10$kQ.0gh4xAAYL8LZI3bAPY.WbDssPMySRaNRB1btsOjTT5h.p33t5i,"[{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c2674696""},{""$oid"":""6471ea1d8c0d64b3c2674658""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c267464e""}]",0,진정훈
1,6471ea268c0d64b3c267480a,2023027734@dgu.co.kr,[],false,$2b$10$ZkaUVHWSbO3pSMiUW53uCe7xmFfiIualcxJDe3XdWHU4KqVx.Wowy,"[{""$oid"":""6471ea1d8c0d64b3c267462e""},{""$oid"":""6471ea1d8c0d64b3c2674642""},{""$oid"":""6471ea1d8c0d64b3c26745e6""},{""$oid"":""6471ea1d8c0d64b3c2674606""},{""$oid"":""6471ea1d8c0d64b3c2674676""}]",0,정지훈
1,6471ea268c0d64b3c267480c,2023545320@dgu.co.kr,[],false,$2b$10$Uq8K7KligH2lYfpO79sg8eEQEUCaaxJ1xCF38tMIfEgDiDH/qs.Ea,"[{""$oid"":""6471ea1d8c0d64b3c2674668""},{""$oid"":""6471ea1d8c0d64b3c2674690""},{""$oid"":""6471ea1d8c0d64b3c267466a""},{""$oid"":""6471ea1d8c0d64b3c2674630""}]",0,송유찬
1,6471ea268c0d64b3c267480e,2023137304@dgu.co.kr,[],false,$2b$10$f2hrqybZ/Su18.jEI1mgWuBUAtA7l1gTfkSZkfypyGN0dA6iwf4pC,"[{""$oid"":""6471ea1d8c0d64b3c26745ee""},{""$oid"":""6471ea1d8c0d64b3c2674606""},{""$oid"":""6471ea1d8c0d64b3c2674682""},{""$oid"":""6471ea1d8c0d64b3c2674656""},{""$oid"":""6471ea1d8c0d64b3c267462a""}]",0,서시윤
1,6471ea268c0d64b3c2674810,2023044627@dgu.co.kr,[],false,$2b$10$Rn4EnLcn7q9SyAXGzKaKJ.5Rb.6WoagrD5NRK41c.moCzB3e8z7OS,"[{""$oid"":""6471ea1d8c0d64b3c2674654""},{""$oid"":""6471ea1d8c0d64b3c267469a""},{""$oid"":""6471ea1d8c0d64b3c2674610""},{""$oid"":""6471ea1d8c0d64b3c2674618""},{""$oid"":""6471ea1d8c0d64b3c2674600""}]",0,정지호
1,6471ea268c0d64b3c2674812,2023414221@dgu.co.kr,[],false,$2b$10$fdAqvxny8I0.oLcPgrtjUeKd1IU/HjB/cw7ygmRPvSbth5X.6RsqS,"[{""$oid"":""6471ea1d8c0d64b3c267462a""},{""$oid"":""6471ea1d8c0d64b3c26745f4""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c267465c""}]",0,황준서
1,6471ea268c0d64b3c2674814,2023106211@dgu.co.kr,[],false,$2b$10$ZLQj8xsiOadhvwTkenz1wOSLZ/n9E0l1LNcked/aTsCuYdkt/MHWa,"[{""$oid"":""6471ea1d8c0d64b3c2674646""},{""$oid"":""6471ea1d8c0d64b3c2674652""},{""$oid"":""6471ea1d8c0d64b3c26745d8""},{""$oid"":""6471ea1d8c0d64b3c2674640""},{""$oid"":""6471ea1d8c0d64b3c2674602""},{""$oid"":""6471ea1d8c0d64b3c267463a""}]",0,류유준
1,6471ea268c0d64b3c2674816,2023818669@dgu.co.kr,[],false,$2b$10$VlOBxTmp68k.2pPLabb3TOpNY7Z0pFLQIjGnoxYkDuq1sBRbtvC7i,"[{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c26745f6""},{""$oid"":""6471ea1d8c0d64b3c267460a""},{""$oid"":""6471ea1d8c0d64b3c267469a""},{""$oid"":""6471ea1d8c0d64b3c2674674""}]",0,최준우
1,6471ea268c0d64b3c2674818,2023273776@dgu.co.kr,[],false,$2b$10$aJJ7MqwMcT70YrA0ow7cKO3xwwADnc1QO1a.JcQ6I2c.HKHWkYSCy,"[{""$oid"":""6471ea1d8c0d64b3c2674670""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c2674690""}]",0,권연서
1,6471ea268c0d64b3c267481a,2023339693@dgu.co.kr,[],false,$2b$10$KbNSlvPApfoFwFsEBxrPRu2NGMKkvKYfAy6E5Irksmgc7F3mrMIfC,"[{""$oid"":""6471ea1d8c0d64b3c26745da""},{""$oid"":""6471ea1d8c0d64b3c2674684""},{""$oid"":""6471ea1d8c0d64b3c2674638""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c2674610""}]",0,진도윤
1,6471ea268c0d64b3c267481c,2023590698@dgu.co.kr,[],false,$2b$10$qnm82dvIR3Tuwe3nxXtDAehB4JIFaZIyA/xcDa2Em.eaYy4Z5MlmO,"[{""$oid"":""6471ea1d8c0d64b3c26745f8""},{""$oid"":""6471ea1d8c0d64b3c2674686""},{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c267468a""},{""$oid"":""6471ea1d8c0d64b3c2674630""},{""$oid"":""6471ea1d8c0d64b3c267460a""}]",0,윤정훈
1,6471ea268c0d64b3c267481e,2023491940@dgu.co.kr,[],false,$2b$10$bnfzhiJLvgH/Nj/iOZ1WquAuhcHP6j/Z.bBJC86ai5tTmekPfzSM.,"[{""$oid"":""6471ea1d8c0d64b3c267460e""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c2674696""},{""$oid"":""6471ea1d8c0d64b3c2674624""},{""$oid"":""6471ea1d8c0d64b3c267467a""},{""$oid"":""6471ea1d8c0d64b3c26745e8""}]",0,임재윤
1,6471ea268c0d64b3c2674820,2023566006@dgu.co.kr,[],false,$2b$10$UJ3uCACzdSrYiVDCVHMTNOqG9Ylep43yWIy4TMoUWFfSV1DYnlL8C,"[{""$oid"":""6471ea1d8c0d64b3c2674670""},{""$oid"":""6471ea1d8c0d64b3c267463e""},{""$oid"":""6471ea1d8c0d64b3c2674636""},{""$oid"":""6471ea1d8c0d64b3c2674612""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c2674648""}]",0,이정훈
1,6471ea268c0d64b3c2674822,2023448436@dgu.co.kr,[],false,$2b$10$Oict9plvEvvVHXSKgtsLV.e46nLYz4X3zmfiStjckif7AYtetG5Sy,"[{""$oid"":""6471ea1d8c0d64b3c2674696""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c267465a""},{""$oid"":""6471ea1d8c0d64b3c267467c""},{""$oid"":""6471ea1d8c0d64b3c2674630""}]",0,권지후
1,6471ea268c0d64b3c2674824,2023995229@dgu.co.kr,[],false,$2b$10$kCLxP3FR1JCnyg/JAUxujeWbyN9WRuV80Zsz9f.czhP3Bs3Qyxkxa,"[{""$oid"":""6471ea1d8c0d64b3c267465e""},{""$oid"":""6471ea1d8c0d64b3c2674676""},{""$oid"":""6471ea1d8c0d64b3c26745ec""},{""$oid"":""6471ea1d8c0d64b3c2674672""}]",0,고하준
1,6471ea268c0d64b3c2674826,2023528689@dgu.co.kr,[],false,$2b$10$Se6wvnoDT16haV/8sW2O1uawDlUhg1WsbuZdmMB3DQnpzHTpbJYyO,"[{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c2674600""},{""$oid"":""6471ea1d8c0d64b3c2674682""},{""$oid"":""6471ea1d8c0d64b3c2674634""},{""$oid"":""6471ea1d8c0d64b3c2674632""}]",0,윤지훈
1,6471ea278c0d64b3c2674828,2023268334@dgu.co.kr,[],false,$2b$10$sFhJ.0eYXIARem.tZrTdJ.VU2/jnbYHEM9fvq3cW6c1oVdNTSql4W,"[{""$oid"":""6471ea1d8c0d64b3c2674646""},{""$oid"":""6471ea1d8c0d64b3c26745f8""},{""$oid"":""6471ea1d8c0d64b3c267461e""},{""$oid"":""6471ea1d8c0d64b3c267461c""},{""$oid"":""6471ea1d8c0d64b3c267466a""}]",0,정도윤
1,6471ea278c0d64b3c267482a,2023963514@dgu.co.kr,[],false,$2b$10$JWHrggkXFO9APt8vN5dbSOt2KWOLZRQKvmh8F7yYVaQBm2Kj4VwDa,"[{""$oid"":""6471ea1d8c0d64b3c2674602""},{""$oid"":""6471ea1d8c0d64b3c26745f8""},{""$oid"":""6471ea1d8c0d64b3c267463a""},{""$oid"":""6471ea1d8c0d64b3c2674648""},{""$oid"":""6471ea1d8c0d64b3c26745d6""},{""$oid"":""6471ea1d8c0d64b3c2674664""}]",0,성하준
1,6471ea278c0d64b3c267482c,2023742097@dgu.co.kr,[],false,$2b$10$qaTETlASWccOG64LDRuEFO8jcg.Me.Q720ykgcdGmrq2DOE.I6P/W,"[{""$oid"":""6471ea1d8c0d64b3c2674620""},{""$oid"":""6471ea1d8c0d64b3c267468e""},{""$oid"":""6471ea1d8c0d64b3c267464e""},{""$oid"":""6471ea1d8c0d64b3c2674684""}]",0,오세아
1,6471ea278c0d64b3c267482e,2023844230@dgu.co.kr,[],false,$2b$10$MpEkHnypIlscoeEcLO/lnuSvVbHHsZuBOH.jTodwuZztylz9ZKDMW,"[{""$oid"":""6471ea1d8c0d64b3c267460c""},{""$oid"":""6471ea1d8c0d64b3c2674656""},{""$oid"":""6471ea1d8c0d64b3c2674666""},{""$oid"":""6471ea1d8c0d64b3c2674616""}]",0,이유찬
1,6471ea278c0d64b3c2674830,2023903244@dgu.co.kr,[],false,$2b$10$.4e0M7vdHLf6gni537GYa.SXFMMNx3yPLwbqP.oZaQRjxsHlpi4WS,"[{""$oid"":""6471ea1d8c0d64b3c2674672""},{""$oid"":""6471ea1d8c0d64b3c26745f0""},{""$oid"":""6471ea1d8c0d64b3c267465c""},{""$oid"":""6471ea1d8c0d64b3c2674600""},{""$oid"":""6471ea1d8c0d64b3c267464c""},{""$oid"":""6471ea1d8c0d64b3c267462e""}]",0,허지호
